Año,Mes.n,UID_ENTRADA_CAMION.x,UID_PRODUCTOR.x,ENT_PESO_NETO.x,UID_PROVEEDOR.x,DLI_HUMEDAD.x,DLI_CENIZAS.x,DLI_CENIZASMASHUMEDAD.x,DLI_KILOCALORIAS.x,DLI_PESO_A_PAGAR.x,DLI_MEGACALORIAS.x,DLI_VALOR_TOTAL.x,DLI_REGALIAS.x,DLI_PRECIO_BASE.x,dia.x,ID,Lider.Generacion,Interventoria,Viajes,Kilos,Contratado,Pagado,ONI,IPC,Variacion.Mensual....,Produccion.nacional,Minería,Industria,Oferta.Interna,Minería.1,Industria.1,Producidos.para.Consumo.Interno,Importados,Exportados,Miles.de.Dólares.FOB,Toneladas.Métricas,Miles.de.Dólares.FOB.1,Toneladas.Métricas.1,Miles.de.Dólares.FOB.2,Toneladas.Métricas.2,Unión.Europea,Canadá..NAFTA.,Estados.Unidos..NAFTA.,México..NAFTA.,China,Japón,India,LIBOR,Promedio.mes
2008,12,2686.5714,165,14788.57,121,7.14,15.27,22.41,6015,14.758243,88770.9,986343.4,41969.97,70000,26,12,ARC,JHA,4494,101209080,395256801,8085071986,0.5,102.2271,0.00044096,85.46,79.25,88.08,88.81,87.15,90.75,88.19,91.56,78.1,380503.6,5183324,1067495.1,2353677,50577.4352,10188.623,234563.9,30378.64,1184042.7,44179.8,75092.51,23228.29,68536.9129,0.014154289,2018.97
2008,9,412.8,126.2,14282,104.8,6.58,12.434,19.014,6319.812,14.18854,87862.98,960215.3,45016.86,69190,29,9,ARC,JHA,4651,100020150,397819337,7693535351,0.1,102.2791,0.00014077,85.89,72.53,88.62,90.48,79.91,91.89,89.46,95.02,76.26,503976.2,6304463,784293.3,2108010,23213.3905,6789.394,406653.9,29668.02,1059509.1,43122.44,22504.57,17261.22,54159.352,0.0167754,2229.95
2008,9,311.8,152,16962,111.2,7.072,17.712,24.784,5881.504,16.57364,95654.72,1029831.5,53464.22,68380,30,9,ARC,JHA,4651,100020150,397819337,7693535351,0.1,102.2791,0.00014077,85.89,72.53,88.62,90.48,79.91,91.89,89.46,95.02,76.26,503976.2,6304463,784293.3,2108010,23213.3905,6789.394,406653.9,29668.02,1059509.1,43122.44,22504.57,17261.22,54159.352,0.0167754,2229.95
2009,10,48353.1949,280.1692,22850.87,128.1641,5.300462,15.445538,20.746,6198.169231,22.878769,141607.21,1820668.3,62839.87,81000,21,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,48746.9171,215.5751,17477.72,132.2332,6.150415,16.190466,22.34088,6083.682539,17.408368,106745.55,1372441.5,48063.75,81000,1,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,49345.6923,247.0308,15659.85,128.4462,6.701385,14.420923,21.12231,6109.652615,15.639462,96073.34,1235228.8,43064.52,81000,10,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,48847.1717,257,16122.4,142.382,6.482275,14.184721,20.667,6168.702403,15.887888,98789.07,1270146.6,44336.62,81000,13,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,47753.5,279.1087,15713.15,154.1087,4.8125,15.097717,19.91022,6288.173913,15.76738,99334.07,1277152.2,43211.13,81000,16,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,47837,246.5333,20797.33,136.64,5.401067,13.609733,19.0108,6370.106667,20.91308,133551.56,1717094.7,57192.65,81000,17,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,47958.5,270.5893,22234.7,128.4524,5.4775,14.817262,20.29476,6224.369048,22.29119,139158.34,1789177.6,61145.44,81000,19,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,48425.1262,222.7757,17777.29,135.4766,6.249813,15.903738,22.15355,6092.676916,17.714505,108590.25,1396158.4,48887.56,81000,2,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
2009,10,48149,262.6244,21934.27,137.4977,5.92061,15.268404,21.18901,6133.295775,21.881108,134652.46,1731244.5,60319.29,81000,20,22,ARC,JHA,3195,65528260,283866995,4992838261,-0.6,104.5168,0.00113694,88.74,85.11,90.15,91.61,96.95,92.3,91.46,92.33,81.43,571395.6,6927081,1194244.3,2514665,92246.126,12571.064,407333.2,31554,1238777.1,45793.16,151486.6,47293.8,3355.6945,0.011871575,1925.9
